RANK,NAME,LANGUAGE,TYPE,MOST_STREAMED_GAME,2ND_MOST_STREAMED_GAME,AVERAGE_STREAM_DURATION,FOLLOWERS_GAINED_PER_STREAM,AVG_VIEWERS_PER_STREAM,AVG_GAMES_PER_STREAM,TOTAL_TIME_STREAMED,TOTAL_FOLLOWERS,TOTAL_VIEWS,TOTAL_GAMES_STREAMED,ACTIVE_DAYS_PER_WEEK,MOST_ACTIVE_DAY,DAY_WITH_MOST_FOLLOWERS_GAINED
389,quickybaby,English,personality,World of Tanks,World of Warcraft,7.6,224,19.066,1.2,13.316,611000,52800000,101,4.5,Sunday,Sunday
390,tfblade,English,personality,League of Legends,I'm Only Sleeping,8.0,581,45.247,1,14.807,1260000,98000000,30,5.2,Tuesday,Saturday
391,smallant,English,personality,Super Mario Odyssey,Minecraft,4.9,950,11.469,1.2,8.186,1390000,16700000,116,4.7,Wednesday,Tuesday
392,asianbunnyx,English,personality,Just Chatting,Pools Hot Tubs and Beaches,6.2,1.260,2.324,1.5,3.985,894000,1650000,30,2.9,Sunday,Wednesday
393,zrush,Chinese,personality,Just Chatting,Games + Demos,7.1,75,20.321,1.6,17.003,264000,62800000,444,6.1,Sunday,Saturday
394,amar,German,personality,Fortnite,VALORANT,6.6,987,35.775,1.5,12.120,1720000,61700000,80,4.7,Sunday,Sunday
395,kyle,English,personality,Grand Theft Auto V,Just Chatting,7.8,225,13.149,1.4,16.655,526000,30800000,293,6.2,Sunday,Sunday
396,ow_uruca,Japanese,personality,League of Legends,Overwatch,4.8,330,562,1.1,3.012,242000,415000,39,1.6,Monday,Sunday
397,ijenz,Spanish,personality,ASMR,Just Chatting,20.1,1.252,17.286,1.5,23.983,1040000,14300000,36,5.8,Sunday,Sunday
398,hudson_jw,Portuguese,personality,Virtual Casino,,19.2,74,0,1,135,1600,0,1,2.6,Monday,Monday
399,stompgoat,English,personality,Tom Clancy's Rainbow Six Siege,Variety,4.9,949,66,1.3,1.412,275000,19300,19,1.7,Sunday,Sunday
400,ratirl,English,personality,League of Legends,Just Chatting,6.3,437,24.839,1.3,10.343,826000,46900000,41,4.2,Sunday,Saturday
401,elded,Spanish,personality,Just Chatting,Fortnite,6.0,1.933,28.164,3.1,14.494,5580000,82400000,539,6.2,Wednesday,Saturday
402,neexcsgo,Polish,personality,Counter-Strike,Just Chatting,5.9,159,2.890,1.5,9.401,293000,5310000,80,4.1,Wednesday,Monday
403,dota2_paragon_ru3,Russian,personality,Dota 2,Variety,9.9,1.668,0,1.1,306,55200,0,2,0.5,Wednesday,Thursday
404,kitboga,English,personality,Just Chatting,IRL,5.5,863,21.836,1.1,8.045,1220000,33200000,51,3.9,Wednesday,Tuesday
405,c0ker,Spanish,personality,Just Chatting,Slots,2.7,262,1.736,1.4,3.142,363000,2410000,29,4.4,Monday,Friday
406,flats,English,personality,Overwatch,Overwatch 2,5.7,358,1.475,1.2,10.161,655000,2700000,109,5,Saturday,Wednesday
407,gutitubo,Japanese,personality,Minecraft,VALORANT,3.5,131,2.083,1.2,6.668,267000,4240000,274,5.3,Sunday,Sunday
408,crystalmolly,Spanish,personality,League of Legends,Just Chatting,4.8,772,2.006,2.3,4.392,732000,1900000,115,3.2,Tuesday,Sunday
409,chowh1,French,personality,Call of Duty: Warzone,Z1: Battle Royale,6.9,224,8.470,1.3,15.457,804000,30400000,92,5.7,Sunday,Sunday
410,absoluttlol,Portuguese,personality,League of Legends,Virtual Casino,5.8,178,1.451,1.4,5.592,163000,1340000,25,3.9,Thursday,Tuesday
411,mertabimula,German,personality,Just Chatting,Grand Theft Auto V,7.5,368,1.762,2.4,6.296,327000,1560000,119,3.4,Friday,Monday
412,foolish,English,personality,Minecraft,VALORANT,6.1,1.675,19.614,2.3,7.796,2190000,25600000,159,4.2,Wednesday,Saturday
413,im_dontai,English,personality,Just Chatting,Grand Theft Auto V,3.4,1.462,8.318,1.7,4.654,1860000,10600000,376,5.2,Tuesday,Wednesday
414,gu_zk,Portuguese,personality,Virtual Casino,Grand Theft Auto V,19.6,232,35,1.1,5.822,47800,7200,11,1.2,Thursday,Saturday
415,alexelcapo,Spanish,personality,Minecraft,League of Legends,4.0,370,30.015,1.3,8.018,1070000,79800000,525,5.1,Tuesday,Sunday
416,serega_pirat,Russian,personality,Dota 2,Just Chatting,3.8,446,6.927,1.6,2.137,255000,3950000,60,1.4,Sunday,Saturday
417,nobruxyn,Portuguese,personality,Virtual Casino,,20.4,31,0,1,163,1500,0,1,2.3,Friday,Thursday
418,zy0xxx,English,personality,Genshin Impact,Honkai: Star Rail,4.2,610,2.761,1.1,2.494,356000,1610000,33,1.9,Wednesday,Friday
419,skylinetvlive,German,personality,Just Chatting,IRL,4.3,325,1.166,1,2.841,215000,773000,16,1.9,Thursday,Sunday
420,lex_official_casino,Russian,personality,Casino,,8.2,3,0,1,16,280,0,1,2,Tuesday,Wednesday
421,xthesolutiontv,German,personality,Call of Duty: Warzone,Fortnite,6.7,432,8.098,2.1,10.976,715000,12400000,144,4.2,Thursday,Sunday
422,c_a_k_e,Russian,personality,Dota 2,Warcraft III,7.3,148,36.828,1.9,15.004,430000,89700000,737,5.2,Sunday,Sunday
423,grenbaud,Italian,personality,Just Chatting,Grand Theft Auto V,3.0,1.296,11.838,1.3,2.472,1020000,9330000,52,4.3,Thursday,Saturday
424,tomateking,Spanish,personality,Grand Theft Auto V,Just Chatting,4.5,148,1.544,1.5,6.225,209000,2180000,65,4.5,Tuesday,Sunday
425,alveussanctuary,English,personality,Animals Aquariums and Zoos,Just Chatting,21.8,546,404,1.8,13.847,204000,155000,28,4.3,Wednesday,Friday
426,fugu_fps,French,personality,Apex Legends,VALORANT,4.2,563,844,1.3,3.318,464000,696000,94,4.1,Saturday,Sunday
427,rocketbaguette,French,esports,Rocket League,Rocket League Sideswipe,4.2,421,9.353,1,4.393,433000,9890000,3,2.6,Wednesday,Sunday
428,brothers_baseball,Chinese,personality,Sports,Fitness & Health,3.9,150,21.024,1,2.303,164000,22700000,12,2.8,Monday,Sunday
429,iwdominate,English,personality,League of Legends,Teamfight Tactics,6.3,273,25.602,1.1,13.258,872000,71100000,68,5.4,Sunday,Tuesday
430,godjj,Chinese,personality,League of Legends,Street Fighter 6,6.7,62,33.312,2,16.059,375000,149000000,826,5.9,Sunday,Monday
431,rybsonlol_,Polish,personality,League of Legends,Just Chatting,7.3,193,8.126,1.4,11.671,336000,14200000,105,4.5,Thursday,Sunday
432,dkayed,English,personality,Yu-Gi-Oh! Duel Links,Yu-Gi-Oh! Master Duel,5.5,213,34.434,1.3,7.875,212000,34700000,90,3.7,Tuesday,Saturday
433,teamredline,English,personality,iRacing,EA Sports FC 24,3.8,2.052,2.316,1.1,521,269000,304000,13,0.6,Wednesday,Saturday
434,ml7support,English,personality,Overwatch,Overwatch 2,6.8,450,9.513,1.2,12.307,828000,17600000,65,5.1,Wednesday,Wednesday
435,scrapie,English,personality,Trackmania,TrackMania (1),4.9,89,2.473,1.1,5.773,107000,2970000,41,3.1,Tuesday,Monday
436,97zoner,Russian,personality,Counter-Strike,Just Chatting,5.8,183,849,1.4,3.229,110000,507000,16,4.2,Friday,Saturday
437,coreano,Portuguese,personality,VALORANT,Just Chatting,8.5,446,11.288,1.5,11.605,702000,17800000,150,4.8,Monday,Sunday
438,daigothebeastv,Japanese,personality,Street Fighter V,Street Fighter 6,4.5,311,13.147,1.1,4.523,421000,18200000,51,2.6,Thursday,Sunday
439,adolfz,Portuguese,personality,FIFA 22,FIFA 18,5.0,655,10.397,1.3,6.279,768000,12200000,37,3.5,Monday,Saturday
440,valorant_fr,French,esports,VALORANT,Counter-Strike,6.2,356,13.956,1,3.582,209000,8210000,3,1.9,Saturday,Monday
441,smoke,English,personality,DayZ,Escape from Tarkov,8.0,230,11.205,1.3,13.025,322000,15700000,58,4.2,Saturday,Friday
442,bichouu_,French,personality,Grand Theft Auto V,Just Chatting,4.9,468,10.645,1.9,7.891,789000,17900000,168,5.4,Monday,Tuesday
443,obormentv,Japanese,personality,League of Legends,VALORANT,5.6,222,1.158,1.2,4.347,198000,1030000,83,2.9,Monday,Sunday
444,diazbiffle,English,personality,Call of Duty: Warzone,Call of Duty: Modern Warfare III,5.3,719,10.401,1.1,5.355,722000,10400000,26,3.3,Tuesday,Sunday
445,xaryu,English,personality,World of Warcraft,New World,6.4,189,10.871,1.1,15.663,583000,36500000,46,6.2,Wednesday,Tuesday
446,qojqva,English,personality,Dota 2,Counter-Strike,7.0,223,5.124,1.1,7.462,264000,6350000,9,3.2,Thursday,Sunday
447,jutysel,Russian,personality,Casino,,6.3,1,0,1,13,1,0,1,0.5,Wednesday,Monday
448,symbiolive,Portuguese,personality,Garena Free Fire,Virtual Casino,20.8,98,5.205,1.3,30.982,133000,7050000,20,6.4,Friday,Monday
449,disguisedtoast,English,personality,Hearthstone,Teamfight Tactics,6.0,1.943,63.122,1.7,9.615,2840000,90300000,271,4.1,Friday,Saturday
450,aspen,English,personality,Overwatch,Overwatch 2,5.1,289,4.303,1.1,6.876,364000,5410000,70,3.7,Tuesday,Sunday
451,suetam1v4,Portuguese,personality,Fortnite,Just Chatting,4.8,426,6.193,1.4,7.323,770000,11200000,69,6,Friday,Sunday
452,sidneyeweka,German,personality,Just Chatting,Fortnite,6.0,744,8.389,2.1,7.729,1010000,11300000,97,4.2,Monday,Sunday
453,oldschoolrs,English,personality,Old School RuneScape,RuneScape,1.5,733,13.143,1,457,239000,4040000,2,0.9,Thursday,Saturday
454,sardoche,French,personality,League of Legends,Rocket League,8.3,646,61.900,1.6,17.782,1260000,120000000,177,5.4,Wednesday,Saturday
455,sinatraa,English,personality,VALORANT,Overwatch,5.5,1.185,31.271,1.4,9.004,1880000,49700000,77,4.2,Tuesday,Sunday
456,niklaswilson,German,personality,Just Chatting,Fortnite,5.7,796,6.180,2.2,6.056,879000,6830000,89,4.9,Thursday,Sunday
457,spygea,Japanese,personality,PUBG: BATTLEGROUNDS,Apex Legends,7.3,232,23.312,1.5,16.274,616000,61600000,166,5.7,Saturday,Sunday
458,erobb221,English,personality,Just Chatting,IRL,5.0,279,6.943,3.1,9.092,466000,11600000,541,4.8,Wednesday,Thursday
459,pokelawls,English,personality,Just Chatting,Overwatch,6.9,423,19.352,2.8,15.160,1080000,47300000,793,5.5,Tuesday,Saturday
460,hennie2001,Chinese,personality,Just Chatting,Dead by Daylight,10.2,113,1.702,1.9,12.163,125000,1880000,136,5.7,Saturday,Sunday
461,shinjifromjapanxd,Japanese,personality,Just Chatting,VALORANT,7.4,151,5.960,2,7.185,171000,6750000,365,3.4,Saturday,Sunday
462,miniminter,English,personality,Just Chatting,Call of Duty: Warzone,3.4,2.443,53.657,1.6,2.611,2009999,39900000,114,2,Friday,Thursday
463,saadhak,Portuguese,personality,VALORANT,Paladins,3.5,397,1.716,1.1,3.833,402000,1740000,43,3.1,Wednesday,Saturday
464,nickmercs,English,personality,Fortnite,Apex Legends,7.0,3.355,114.372,1.3,14.376,6720000,223000000,59,5.3,Wednesday,Wednesday
465,tekken,English,esports,Tekken 7,Tekken 7: Fated Retribution,5.3,785,81.677,1,1.972,260000,29000000,6,0.8,Saturday,Sunday
466,sliggytv,English,personality,VALORANT,Counter-Strike,6.2,154,292,1,3.582,98100,196000,5,1.7,Sunday,Sunday
467,gingitv,English,personality,World of Warcraft,New World,7.4,235,22.839,1,10.588,348000,33299999,16,3.6,Wednesday,Wednesday
468,myrajusa,Russian,personality,Slots,,13.5,4,0,1,40,4,0,1,1.1,Wednesday,Thursday
469,warthunder_esports,English,personality,War Thunder,,4.3,2.432,0,1,222,129000,0,1,0.8,Sunday,Saturday
470,ayellol,Portuguese,personality,League of Legends,Virtual Casino,7.6,356,7.335,1.4,8.278,452000,9920000,44,2.8,Thursday,Monday
471,mongraal,English,personality,Fortnite,VALORANT,4.2,7.190,101.800,1.2,3.904,6840000,96900000,72,2.8,Friday,Saturday
472,ydosyc,Russian,personality,Slots,Casino,10.8,6,0,1.5,43,12,0,2,2,Monday,Tuesday
473,lydiaviolet,English,personality,Just Chatting,Pools Hot Tubs and Beaches,4.8,598,906,1.5,2.831,346000,524000,39,4,Saturday,Saturday
474,pubg_battlegrounds,English,esports,PUBG: BATTLEGROUNDS,NEW STATE MOBILE,5.6,1.361,126.506,1,3.920,1130000,103000000,2,1.7,Saturday,Wednesday
475,rubenmartinweb,Spanish,personality,Sports,Just Chatting,3.8,225,7.771,1.2,2.756,177000,6090000,18,4.1,Monday,Tuesday
476,edwin_live,Thai,personality,Grand Theft Auto V,PUBG: BATTLEGROUNDS,7.1,461,4.605,1.8,6.763,490000,5030000,87,2.6,Tuesday,Tuesday
477,the_happy_hob,English,personality,DARK SOULS III,Dark Souls,5.6,135,8.904,2,13.627,342000,21100000,129,6.2,Monday,Monday
478,prxf0rsaken,English,personality,VALORANT,Counter-Strike,3.4,759,4.036,1.2,2.921,643000,3720000,27,2.5,Friday,Monday
479,melharucos,Russian,personality,Minecraft,Just Chatting,7.7,146,31.471,2.2,16.421,428000,80600000,962,5.4,Sunday,Sunday
480,byilhann,French,personality,Just Chatting,Rocket League,3.5,931,12,2,1.685,468000,6100,166,2.3,Tuesday,Tuesday
481,shylily,English,personality,Just Chatting,World of Warcraft,5.0,1.119,3.322,1.7,6.127,1360000,4110000,175,3.1,Friday,Sunday
482,sajam,English,personality,Just Chatting,Street Fighter V,3.2,95,2.053,1.6,5.484,155000,3300000,129,4.3,Wednesday,Friday
483,honeypuu,German,personality,Just Chatting,League of Legends,5.8,983,9.032,2.3,6.272,965000,8860000,90,3.8,Saturday,Saturday
484,dvm_medja,French,personality,Grand Theft Auto V,Just Chatting,5.3,242,4.500,1.9,8.744,364000,6770000,159,5.5,Thursday,Thursday
485,japanesekoreanug,Japanese,personality,League of Legends,Variety,7.0,108,4.895,1.2,8.877,147000,6910000,83,3.2,Friday,Sunday
486,drakeoffc,Russian,personality,Just Chatting,ROBLOX,2.6,609,4.180,1.8,1.978,461000,3160000,216,3.5,Thursday,Tuesday
487,philza,English,personality,Minecraft,Rocket League,4.3,3.789,45.321,1.2,5.649,4350000,52000000,66,3.7,Monday,Monday
488,deqiuv,Spanish,personality,Grand Theft Auto V,VALORANT,4.0,530,5.414,1.9,3.803,459000,4690000,79,4.3,Wednesday,Monday
489,tomato,English,personality,Minecraft,S.T.A.L.K.E.R.: Call of Pripyat,3.6,112,6.087,1.3,5.872,162000,8039999,943,4.1,Tuesday,Monday
490,emeamasters,English,personality,League of Legends,,5.8,1.408,48.679,1,643,158000,5420000,1,0.5,Thursday,Sunday
491,ronnyberger,German,personality,Just Chatting,IRL,4.2,213,1.066,1.1,2.756,141000,707000,27,3.1,Thursday,Sunday
492,revenant,Spanish,personality,Just Chatting,League of Legends,6.0,289,21.602,1.9,10.343,467000,34700000,503,4.5,Thursday,Sunday
493,ecusobe,Russian,personality,Casino,,13.9,2,0,1,42,2,0,1,0.7,Monday,Sunday
494,cs2_paragon_ru,Russian,personality,Counter-Strike,Counter-Strike 2 Limited Test,8.0,882,0,1,1.187,131000,0,2,2.6,Friday,Saturday
495,mortdog,English,personality,Teamfight Tactics,Chrono Trigger,6.1,523,5.209,1.1,3.205,273000,2720000,29,2.1,Sunday,Sunday
496,buxexa_v,Portuguese,personality,Virtual Casino,,21.1,135,0,1,190,2200,0,1,3.2,Tuesday,Tuesday
497,gssspotted,Thai,personality,Dota 2,Just Chatting,6.2,344,4.736,2,5.347,310000,4270000,181,2.5,Tuesday,Sunday
498,dogdog,English,personality,Hearthstone,Teamfight Tactics,5.6,232,30.305,1.3,11.781,642000,70600000,99,5.3,Wednesday,Sunday
499,kyootbot,English,personality,Just Chatting,IRL,5.1,918,13.147,1.2,3.152,563000,8060000,24,1.8,Sunday,Wednesday
500,lxrygirltv,Russian,personality,Casino,,4.1,2,0,1,8,10500,0,1,1.6,Saturday,Saturday
501,w0n23,English,personality,Albion Online,Lost Ark,8.0,145,322,1,7.766,136000,303000,19,5.6,Monday,Tuesday
502,ponce,French,personality,Just Chatting,Fortnite,7.1,382,29.268,1.8,12.396,793000,60700000,221,4.5,Tuesday,Saturday
503,shisheyu,French,personality,The Binding of Isaac: Repentance,The Binding of Isaac: Repentance,5.0,53,3.126,1.5,11.510,135000,7750000,532,5.9,Wednesday,Sunday
504,xop0,English,personality,Just Chatting,Hearthstone,13.3,46,27.589,3.2,34.556,150000,80800000,2980,6.5,Friday,Monday
505,blackufa,Russian,personality,Just Chatting,Games + Demos,6.0,151,30.254,2.5,10.869,384000,59200000,1612,4.5,Saturday,Saturday
506,yoon_froggy,English,personality,Just Chatting,League of Legends,5.1,439,334,1.6,4.125,372000,283000,91,3,Tuesday,Sunday
507,shotzzy,English,personality,Call of Duty: Warzone,Halo 5: Guardians,4.2,405,2.361,1.3,5.187,473000,2760000,49,3.2,Saturday,Monday
508,morphe_ya,Russian,personality,Just Chatting,Dota 2,2.7,392,2.680,1.8,3.108,455000,3110000,97,5.1,Friday,Monday
509,helydia,French,personality,VALORANT,Just Chatting,3.8,804,8,1.5,2.309,440000,4500,46,3.7,Sunday,Sunday
510,pietsmiet,German,personality,Just Chatting,Special Events,5.4,278,27.141,1.7,7.676,796000,59300000,501,3.6,Thursday,Saturday
511,criticalrole,English,personality,Dungeons & Dragons,Talk Shows & Podcasts,4.3,1.818,37.121,1,2.942,1350000,32200000,55,1.8,Friday,Friday
512,rainbow6bravo,English,esports,Tom Clancy's Rainbow Six Siege,Variety,7.3,1.540,19.486,1,1.481,308000,3860000,2,0.7,Saturday,Tuesday
513,ryluva,Russian,personality,Casino,,5.8,7,0,1,11,7,0,1,0.7,Monday,Tuesday
514,healthygamer_gg,English,personality,Just Chatting,Talk Shows & Podcasts,2.4,1.389,15.456,1,1.202,668000,7450000,10,2,Friday,Friday
515,baitybait,Spanish,personality,Just Chatting,Special Events,4.8,628,802,2,2.422,316000,396000,249,4.4,Thursday,Thursday
516,hitsquadgodfather,English,personality,Just Chatting,Albion Online,22.8,232,1.470,1.4,20.429,131000,733000,45,6.5,Monday,Saturday
517,elchiringuitotv,Spanish,personality,Sports,Sports,5.7,403,7.318,1,7.110,979000,17800000,7,4.3,Tuesday,Sunday
518,zerospoker,Spanish,personality,Poker,,4.5,564,8.676,1,1.010,113000,1720000,1,0.7,Sunday,Sunday
519,frg_ox,Russian,personality,Casino,,6.2,2,0,1,12,579,0,1,0.5,Friday,Friday
520,danila_gorilla,Russian,personality,Just Chatting,Grand Theft Auto V,2.6,1.608,1,1.2,958,608000,287,24,3.1,Thursday,Saturday
521,golaniyule0,Korean,personality,Just Chatting,Pools Hot Tubs and Beaches,5.3,1.653,0,1,1.020,332000,0,10,3.7,Thursday,Saturday
522,lol_nemesis,English,personality,League of Legends,VALORANT,6.2,472,19.858,1.1,8.727,709000,29800000,61,4.1,Monday,Sunday
523,fifakillvizualz,English,personality,Call of Duty: Warzone,Call of Duty: Black Ops 4,7.3,211,2.111,1.1,17.821,568000,5390000,37,6.2,Wednesday,Sunday
524,mohaguvy,Russian,personality,Casino,,10.4,4,0,1,21,4,0,1,0.6,Saturday,Saturday
525,buxexa_px,Portuguese,personality,Virtual Casino,,18.5,82,0,1,222,2300,0,1,7,Wednesday,Saturday
526,rebirthztv,Thai,personality,Grand Theft Auto V,Rust,7.1,453,25.615,1.7,12.741,827000,46400000,242,4.9,Saturday,Monday
527,shanks_ttv,English,personality,VALORANT,Apex Legends,6.2,444,6.262,1.3,5.852,504000,7110000,70,4.6,Wednesday,Saturday
528,metashi12,German,personality,World of Warcraft,Rust,6.0,125,6.816,1.2,11.210,214000,12000000,103,4.6,Tuesday,Sunday
529,zakvielchannel,Russian,personality,Minecraft,Just Chatting,5.7,329,8.428,1.6,6.828,419000,10700000,125,3.1,Sunday,Sunday
530,calcioberlin,German,personality,Sports,FIFA 23,2.5,473,2.368,1,433,93200,431000,7,1.5,Saturday,Tuesday
531,nl_kripp,English,personality,Hearthstone,Path of Exile,6.7,240,43.830,1.5,17.281,1520000,264000000,244,6.5,Monday,Thursday
532,oatley,English,personality,Fortnite,Variety,5.7,386,2.032,1,7.639,544000,2860000,3,4.7,Saturday,Sunday
533,ufyzehug,Russian,personality,Casino,,7.9,3,0,1,16,3,0,1,0.4,Wednesday,Thursday
534,luxurygirl_p,Russian,personality,Casino,,5.4,11,0,1,11,22,0,1,0.5,Saturday,Sunday
535,wdgjapan_ow,Japanese,personality,Overwatch 2,,4.9,1.015,0,1,247,49900,0,1,0.8,Sunday,Monday
536,syztmyx,English,personality,Virtual Casino,,7.1,196,0,1,14,1300,0,1,0.5,Monday,Monday
537,tororo_vtuber,Japanese,personality,Escape from Tarkov,Apex Legends,8.0,382,1.489,1.5,10.217,501000,1950000,89,6.1,Friday,Sunday
538,cblol,Portuguese,esports,League of Legends,Teamfight Tactics,4.6,1.033,125.947,1,6.151,1620000,233000000,5,3.4,Saturday,Saturday
539,avyget,Russian,personality,Casino,,12.6,11,0,1,25,11,0,1,0.4,Thursday,Friday
540,jackeyy,Thai,personality,Grand Theft Auto V,Red Dead Redemption 2,4.3,509,11.742,1,3.929,480000,11000000,16,5.4,Saturday,Monday
541,laculebi,Russian,personality,Slots,,6.4,2,0,1,13,2,0,1,0.7,Tuesday,Tuesday
542,nobru_xyn,Portuguese,personality,Virtual Casino,,19.2,58,0,1,154,1700,0,1,4,Monday,Sunday
543,mago2dgod,Japanese,personality,VALORANT,Street Fighter 6,7.1,209,0,1.1,3.236,109000,5900,23,4.2,Friday,Sunday
544,lvpes,Spanish,esports,League of Legends,Teamfight Tactics,8.2,486,103.086,1,14.787,1100000,241000000,10,4.6,Saturday,Saturday
545,2okos,Hungarian,personality,Just Chatting,Fortnite,4.6,757,0,1.7,1.337,229000,0,54,4.2,Saturday,Tuesday
546,deusamir,Spanish,personality,Call of Duty: Warzone,Call of Duty: Modern Warfare III,5.3,1.220,2,1.6,1.040,221000,364,13,0.7,Thursday,Thursday
547,jankos,English,personality,League of Legends,I'm Only Sleeping,4.8,898,42.965,1,6.627,1310000,61700000,28,3.5,Tuesday,Sunday
548,welovegames,Russian,personality,Just Chatting,IRL,7.2,142,38.930,2.2,20.276,492000,122000000,1414,5.4,Thursday,Monday
549,squeex,English,personality,Super Mario 64,Counter-Strike,4.1,136,180,1.6,7.009,200000,266000,245,5.3,Tuesday,Wednesday
550,n3koglai,Russian,personality,Just Chatting,Dota 2,2.1,7.232,35.995,1.6,725,2590000,12900000,24,2.2,Monday,Monday
551,avoidingthepuddle,English,personality,Tekken 7,Path of Exile,4.0,135,8.283,1.2,10.328,431000,28600000,594,6.5,Wednesday,Saturday
552,yukiofps14,Japanese,personality,Apex Legends,VALORANT,5.5,149,2.358,1.1,5.002,188000,2970000,31,3.9,Thursday,Sunday
553,rainelissss,Spanish,personality,Just Chatting,Minecraft,1.4,1.193,3,1.3,321,254000,714,34,1.7,Thursday,Friday
554,teepee,English,personality,Call of Duty: Warzone,Call of Duty: Black Ops 4,8.0,463,22.913,1.2,15.647,1030000,49400000,43,5,Tuesday,Friday
555,syztmy,English,personality,Slots,,3.4,287,0,1,7,1300,0,1,0.5,Monday,Sunday
556,mattp1tommy,English,personality,Sports,Just Chatting,2.4,539,705,1.1,585,148000,218000,31,0.6,Saturday,Sunday
557,kamito_jp,Japanese,personality,Apex Legends,League of Legends,6.2,363,260,1.2,4.069,278000,200000,37,2.3,Friday,Saturday
558,nervarien,Polish,personality,League of Legends,Teamfight Tactics,5.8,169,25.593,1.2,12.059,621000,85400000,62,5.2,Thursday,Sunday
559,eamaddennfl,English,esports,Madden NFL 21,Madden NFL 20,1.6,391,14.111,1,2.009,683000,24200000,9,3.2,Thursday,Saturday
560,kubafps,German,personality,VALORANT,Z1: Battle Royale,6.5,204,857,1.2,8.708,274000,1150000,36,3.8,Thursday,Tuesday
561,brtt,Portuguese,personality,League of Legends,VALORANT,3.9,1.523,46.333,1.2,2.062,984000,46400000,27,1.3,Wednesday,Sunday
562,singsing,English,personality,Dota 2,Fortnite,8.0,122,21.392,1.4,20.043,644000,101000000,528,6.4,Friday,Monday
563,mokouliszt1,Japanese,personality,Apex Legends,Shadowverse,3.3,1.028,13.533,1.3,811,240000,3190000,34,1.3,Saturday,Sunday
564,tangotek,English,personality,Minecraft,Among Us,3.0,420,3.467,1,2.006,307000,2430000,70,3,Monday,Sunday
565,silky,English,personality,Just Chatting,Grand Theft Auto V,7.4,717,10.187,1.8,5.029,451000,6410000,51,2.7,Wednesday,Wednesday
566,redbullbatalla,Spanish,personality,Music,Just Chatting,2.3,738,13.913,1,813,203000,3830000,4,1.2,Saturday,Saturday
567,canalquickie,Spanish,personality,Just Chatting,Variety,2.5,2.132,0,1,28,26700,0,2,4.1,Wednesday,Wednesday
568,blusewilly_retry,Chinese,personality,Just Chatting,Variety,6.1,98,36.245,1.2,12.495,452000,122000000,508,5.2,Saturday,Thursday
569,joe_bartolozzi,English,personality,Just Chatting,VALORANT,3.1,1.359,2.792,1.6,3.612,1600000,3280000,361,6,Thursday,Sunday
570,ekylimy,Russian,personality,Casino,,3.4,0,0,1,7,0,0,1,0.5,Friday,Monday
571,zwebackhd,English,personality,FIFA 23,FIFA 22,4.9,218,2.873,1.2,7.158,374000,4200000,53,3.9,Monday,Saturday
572,quarterjade,English,personality,VALORANT,Just Chatting,5.0,1.088,22.999,2.2,6.146,1150000,24400000,231,3.5,Friday,Tuesday
573,light_starboy,Japanese,personality,Grand Theft Auto V,Rust,6.2,459,0,1,1.009,76600,0,3,3.4,Saturday,Saturday
574,axozer,Spanish,personality,Just Chatting,Grand Theft Auto V,6.0,2.427,24.144,3,7.456,2900000,28900000,439,4.6,Monday,Thursday
575,lars_tm,English,personality,Trackmania,TrackMania (1),4.3,48,207,1,3.783,41000,179000,14,2.9,Thursday,Saturday
576,shlorox,German,personality,Grand Theft Auto V,Just Chatting,8.2,192,34.522,2.4,15.639,423000,69600000,541,4.9,Sunday,Friday
577,kr1stw,Chinese,personality,Grand Theft Auto V,Just Chatting,6.5,61,9.724,1.9,7.447,70900,11400000,274,3.3,Saturday,Sunday
578,ewroon,Polish,personality,Grand Theft Auto V,Fortnite,4.6,368,28.381,1.7,11.299,916000,70700000,153,6.7,Thursday,Thursday
579,valorant_la,Spanish,esports,VALORANT,Variety,5.2,606,10.209,1,3.661,404000,6800000,2,3.4,Saturday,Sunday
580,agraelus,Czech,personality,Just Chatting,League of Legends,6.0,250,33.508,2.3,15.607,700000,88700000,966,6.7,Monday,Friday
581,yamatosdeath,English,personality,League of Legends,Just Chatting,3.7,158,3.472,1.2,5.605,262000,5740000,55,5.1,Wednesday,Sunday
582,peintooon,Japanese,personality,Grand Theft Auto V,VALORANT,5.8,846,399,1.3,1.599,256000,121000,49,1.1,Tuesday,Sunday
583,razah,Portuguese,personality,Tom Clancy's Rainbow Six Siege,Virtual Casino,7.5,119,4.739,1.7,11.367,211000,8410000,68,5.7,Sunday,Friday
584,maximum,English,personality,World of Warcraft,FINAL FANTASY XIV ONLINE,5.8,333,27.261,1.2,10.608,503000,41100000,109,4.8,Wednesday,Tuesday
585,smthlikeyou11,English,personality,VALORANT,PUBG: BATTLEGROUNDS,3.8,561,1.917,1,1.993,337000,1150000,4,3,Wednesday,Sunday
586,nisqyy,French,personality,League of Legends,ELDEN RING,4.1,348,7.162,1.1,3.407,326000,6660000,36,2.2,Monday,Sunday
587,mrdzinold,Polish,personality,Just Chatting,Counter-Strike,6.5,635,2.882,2.4,6.138,598000,2710000,99,4.6,Tuesday,Tuesday
588,lysium,English,personality,Grand Theft Auto V,Dauntless,7.0,165,6.495,1.3,12.389,299000,11800000,114,5.6,Friday,Thursday
